Name,Type,Show,Date,Location,Confirmed,Link,Micro.blog URL
⚡️ Enlightning - Embark on a Journey with KubeVela: A Modern Application Delivery Platform,Video,⚡️Enlightning,4/14/2023,,,https://www.youtube.com/watch?v=zZQsZk365wU,
⚡️ Enlightning - What Is Cluster API?,Video,⚡️Enlightning,5/11/2023,,,https://www.youtube.com/watch?v=SWj_DmiUvbc,
⚡️ Enlightning - What Is ingress-nginx?,Video,⚡️Enlightning,5/18/2023,,,https://www.youtube.com/watch?v=ly_zzKR_alA,
⚡️ Enlightning - Implementing Ingress with Contour,Video,⚡️Enlightning,5/19/2023,,,https://www.youtube.com/watch?v=zFx7gdM7xpQ,
⚡️ Enlightning - Open Policy Agent and Rego - the Policy Power Duo!,Video,⚡️Enlightning,6/2/2023,,,https://www.youtube.com/watch?v=QNX5JfV390c,
⚡️ Enlightning - No-Code Policy with Kyverno,Video,⚡️Enlightning,6/3/2023,,,https://www.youtube.com/watch?v=ytB_PVCMX9s,
⚡️ Enlightning - What Is Gateway API?,Video,⚡️Enlightning,6/8/2023,,,https://www.youtube.com/watch?v=G_5tRFY6N_k,
⚡️ Enlightning - Armoring up Your Workloads with KubeArmor,Video,⚡️Enlightning,6/10/2023,,,https://www.youtube.com/watch?v=fHSw-CuYgoY,
"⚡️ Enlightning - Kubewarden, the Universal Policy Framework",Video,⚡️Enlightning,6/15/2023,,,https://www.youtube.com/watch?v=HFyLICfbhy8,
"⚡️ Enlightning - Playing ""Guess Who?"" – Detecting Threats With Falco",Video,⚡️Enlightning,6/17/2023,,,https://www.youtube.com/watch?v=ojcMrXiid-I,
⚡️ Enlightning - What Is ValidatingAdmissionPolicy in Kubernetes?,Video,⚡️Enlightning,6/29/2023,,,https://www.youtube.com/watch?v=tZGjr2Kwpls,
⚡️ Enlightning - Exploring External Secrets Operator,Video,⚡️Enlightning,6/30/2023,,,https://www.youtube.com/watch?v=kK4hwXisW8g,
⚡️ Enlightning - Cloud Custodian: Governance as Code That Developers Love,Video,⚡️Enlightning,7/15/2023,,,https://www.youtube.com/watch?v=61m5uH_FPtY,
⚡️ Enlightning - Keeping Secrets Secret: Secrets Store CSI Driver,Video,⚡️Enlightning,8/4/2023,,,https://www.youtube.com/watch?v=Fn9VLfw5AhE,
⚡️ Enlightning - Ensuring Software Authenticity: Introduction to Notary Project,Video,⚡️Enlightning,8/31/2023,,,https://www.youtube.com/watch?v=GaCAiwb3Mhw,
⚡️ Enlightning - Kubernetes Networking,Video,⚡️Enlightning,9/7/2023,,,https://www.youtube.com/watch?v=3G3BNMTx3bE,
⚡️ Enlightning - Linkerd: The Stress-Free Service Mesh,Video,⚡️Enlightning,10/6/2023,,,https://www.youtube.com/watch?v=iCvw3YFNw0E,
⚡️ Enlightning - Learn Service Mesh With Kuma,Video,⚡️Enlightning,10/12/2023,,,https://www.youtube.com/watch?v=PnD_PHfoN_o,
⚡️ Enlightning - Sailing Into a Sea of Microservices With Istio,Video,⚡️Enlightning,10/19/2023,,,https://www.youtube.com/watch?v=W3K2Ufng8Zg,
⚡️ Enlightning - Evolving Multi-tenant Kubernetes Log Collection with the Logging Operator,Video,⚡️Enlightning,5/23/2024,,,https://www.youtube.com/watch?v=CPh6GIhJ1JU,
⚡️ Enlightning - An Introduction to Fluentd and Fluent Bit,Video,⚡️Enlightning,5/25/2024,,,https://www.youtube.com/watch?v=qhgQ0WD1i8c,
⚡️ Enlightning - Exploring Distributed Tracing with Jaeger,Video,⚡️Enlightning,5/31/2024,,,https://www.youtube.com/watch?v=wsm_Tz1I5_8,
⚡️ Enlightning - Observability 2.0: Not Just Another Buzzword,Video,⚡️Enlightning,6/7/2024,,,https://www.youtube.com/watch?v=dcVD6sNtAiI,
⚡️ Enlightning - Micrometer Mastery: Unleash Advanced Observability in Your JVM Apps,Video,⚡️Enlightning,7/11/2024,,,https://www.youtube.com/watch?v=hWr_mo5uKPY,
⚡️ Enlightning - Monitoring Kubernetes Clusters,Video,⚡️Enlightning,7/16/2024,,,https://www.youtube.com/watch?v=LRXU-cj6CDA,
⚡️ Enlightning - Instant Observability: Exploring the Magic of Pixie,Video,⚡️Enlightning,7/19/2024,,,https://www.youtube.com/watch?v=WuqM7WCYj8o,
⚡️ Enlightning - Make Your Own Kubernetes User Experience with Headlamp!,Video,⚡️Enlightning,7/20/2024,,,https://www.youtube.com/watch?v=hR-koOUsaMA,
⚡️ Enlightning - Progressive Delivery for Kubernetes with Argo Rollouts!,Video,⚡️Enlightning,7/26/2024,,,https://www.youtube.com/watch?v=32Q8w1gL3NU,
⚡️ Enlightning - Power Your Metrics with Prometheus,Video,⚡️Enlightning,7/27/2024,,,https://www.youtube.com/watch?v=gt085CrPRb8,
⚡️ Enlightning - Scaling Your Metrics with Thanos,Video,⚡️Enlightning,8/2/2024,,,https://www.youtube.com/watch?v=1qvcVJiVx7M,
⚡️ Enlightning - Recommended Practices for Logging with Grafana Loki,Video,⚡️Enlightning,8/3/2024,,,https://www.youtube.com/watch?v=zx7sRNpL9Ac,
⚡️ Enlightning - Cortex: Horizontally Scalable Prometheus,Video,⚡️Enlightning,8/9/2024,,,https://www.youtube.com/watch?v=oMdblfpx3e0,
⚡️ Enlightning - Make Your Life Easier with the Kubernetes Dashboard,Video,⚡️Enlightning,8/10/2024,,,https://www.youtube.com/watch?v=Dz0ZAQkpOHg,
⚡️ Enlightning - Fearless Delivery with Flagger,Video,⚡️Enlightning,8/16/2024,,,https://www.youtube.com/watch?v=U6tG6n7XYFI,
⚡️ Enlightning - Infrastructure by Design with Meshery,Video,⚡️Enlightning,8/17/2024,,,https://www.youtube.com/watch?v=DfTvlSwE8R4,
⚡️ Enlightning - Open Standards in Observability with OpenTelemetry,Video,⚡️Enlightning,9/7/2024,,,https://www.youtube.com/watch?v=7SccIT9rAuY,
⚡️ Enlightning - Service Mesh and Observability,Video,⚡️Enlightning,9/13/2024,,,https://www.youtube.com/watch?v=dTQkfLuZRXM,
⚡️ Enlightning - Meet the New Kid in the Sandbox: Perses,Video,⚡️Enlightning,9/14/2024,,,https://www.youtube.com/watch?v=eG-E9DboFcM,
⚡️ Enlightning - Just Right Resources with Goldilocks,Video,⚡️Enlightning,9/21/2024,,,https://www.youtube.com/watch?v=tp2qvU8y6sM,
⚡️ Enlightning - The Clouds Can Be Green?! Measuring Power Usage with Kepler,Video,⚡️Enlightning,9/26/2024,,,https://www.youtube.com/watch?v=c0rIJlkrDQM,
⚡️ Enlightning - Go Go Gadget! Inspektor Gadget and Observability,Video,⚡️Enlightning,10/5/2024,,,https://www.youtube.com/watch?v=Io6vqHitTzQ,
⚡️ Enlightning - OpenTelemetry and Generative AI,Video,⚡️Enlightning,10/1/2025,,,https://www.youtube.com/watch?v=S6zyprFIapM,
